Город,Страна,lat,lng,Население,Аб2,Аб3
Кембхеви,Индия,16.65,76.5333,17346.0,IN,IND
Цветущая роща,Соединенные Штаты,41.3948,-74.184,17606.0,US,USA
Пистиччи,Италия,40.3833,16.55,17602.0,IT,ITA
Зайсан,Казахстан,47.4688,84.8646,17600.0,KZ,KAZ
Кирксвилл,Соединенные Штаты,40.1986,-92.5753,17602.0,US,USA
Нипомо,Соединенные Штаты,35.0323,-120.4991,17601.0,US,USA
Марке-ан-Фаменн,Бельгия,50.2275,май.44,17455.0,BE,BEL
Лара,Австралия,-38.0167,144.4167,16355.0,AU,AUS
Хопкинтон,Соединенные Штаты,42.2255,-71.5378,17598.0,US,USA
Афринио,Бразилия,-8.5,-41.0,17586.0,BR,BRA
Понт-Г -Селлес,Бельгия,50.5,апр.35,17287.0,BE,BEL
Сан-Джованни-Вальдарно,Италия,43.5644,ноя.28,16812.0,IT,ITA
Вимодрон,Италия,45.5139,сен.44,17016.0,IT,ITA
Лубанг,Филиппины,13.авг,120.15,17437.0,PH,PHL
Фирангипурам,Индия,16.мар,80.2667,16365.0,IN,IND
Сентервиль,Соединенные Штаты,40.9284,-111.8849,17587.0,US,USA
Дабас,Венгрия,47.1833,19.3167,17481.0,HU,HUN
Булса,Буркина-Фасо,дек.67,-0.5833,17489.0,BF,BFA
Тоба,Япония,34.4813,136.8434,17421.0,JP,JPN
Компостела,Мексика,21.2389,-104.9,17573.0,MX,MEX
Бад-Лангенсальца,Германия,51.1081,окт.67,17441.0,DE,DEU
Плимут,Соединенные Штаты,40.1115,-75.2977,17582.0,US,USA
Горэм,Соединенные Штаты,43.7034,-70.4581,17582.0,US,USA
Рубано,Италия,45.4333,ноя.33,16448.0,IT,ITA
Седе Ланжен,Иран,32.3778,51.3181,17335.0,IR,IRN
Запрет песни,Таиланд,авг.03,99.3768,17373.0,TH,THA
Новая эра,Бразилия,-19.7606,-43.0289,17528.0,BR,BRA
Раунхайм,Германия,50.0097,авг.45,16284.0,DE,DEU
Касимкота,Индия,17.6736,82.9634,15753.0,IN,IND
Сахель,Марокко,34.9667,-4.55,17496.0,MA,MAR
Неерпельт,Бельгия,51.2278,май.22,17174.0,BE,BEL
Бутнер,Соединенные Штаты,36.1285,-78.7502,17575.0,US,USA
Пассаж Франка,Бразилия,-6.18,-43.7839,17562.0,BR,BRA
Салем,Соединенные Штаты,40.9049,-80.8491,17571.0,US,USA
Регенеративно,Бразилия,-6.2378,-42.6878,17556.0,BR,BRA
Эбино,Япония,32.0456,130.8111,17508.0,JP,JPN
Тале,Германия,51.7511,11.0428,17442.0,DE,DEU
Марктредвиц,Германия,50.0,12.0667,17217.0,DE,DEU
Санари-сюр-Мер,Франция,43.1192,май.22,16696.0,FR,FRA
Табарка,Тунис,36.955,8.755,17425.0,TN,TUN
Шин-Камиготе?,Япония,32.9844,129.0733,17479.0,JP,JPN
Угол Тиллманса,Соединенные Штаты,30.5818,-88.2128,17560.0,US,USA
Сапукайя,Бразилия,-21.995,-42.9139,17525.0,BR,BRA
fanipalв™,Беларусь,53.75,27.3333,17507.0,BY,BLR
Рио Бананал,Бразилия,-19.265,-40.3328,17530.0,BR,BRA
Михару,Япония,37.4411,140.4928,17319.0,JP,JPN
Кетама,Марокко,34.9158,-4.5686,17351.0,MA,MAR
Алотенанго,Гватемала,14.4878,-90.8058,17369.0,GT,GTM
Верхняя Большая лагуна,Соединенные Штаты,30.169,-85.7407,17550.0,US,USA
Анока,Соединенные Штаты,45.2099,-93.3893,17549.0,US,USA
Тагана-ан,Филиппины,09.июл,125.5833,17323.0,PH,PHL
Исманнинг,Германия,48.2264,ноя.25,17120.0,DE,DEU
Виттенберге,Германия,53.0054,ноя.03,17206.0,DE,DEU
Ремаген,Германия,50.5786,июл.06,17032.0,DE,DEU
hГ¶ganГ¤s,Швеция,56.196,дек.69,16001.0,SE,SWE
Кастельфьорентино,Италия,43.6108,окт.97,17283.0,IT,ITA
ДигирпДЃр,Индия,22.3034,88.6678,15881.0,IN,IND
Бобинген,Германия,48.2667,окт.67,17199.0,DE,DEU
Мирамичи,Канада,47.0196,-65.5072,17537.0,CA,CAN
Билетти,Румыния,44.0308,23.3525,17437.0,RO,ROU
Лавр,Соединенные Штаты,37.6375,-77.5062,17535.0,US,USA
Адельфия,Италия,41.0,16.8667,16963.0,IT,ITA
Эймсбери,Соединенные Штаты,42.853,-70.9446,17532.0,US,USA
Пласт,Россия,54.3667,60.8167,17508.0,RU,RUS
Торнтон,Великобритания,53.7898,-1.8504,17276.0,GB,GBR
Карух,Афганистан,34.4868,62.5918,17484.0,AF,AFG
Троссинген,Германия,48.0756,авг.61,16829.0,DE,DEU
Дхармупури,Индия,18.9475,79.094,17243.0,IN,IND
Дар Чайфат,Марокко,32.55,-7.5,17454.0,MA,MAR
Марион,Соединенные Штаты,37.7173,-88.9279,17520.0,US,USA
Таллмедж,Соединенные Штаты,41.1023,-81.4216,17519.0,US,USA
Кафельндия,Бразилия,-21.8025,-49.61,17499.0,BR,BRA
Нанует,Соединенные Штаты,41.0957,-74.0155,17517.0,US,USA
Шаллапалле,Индия,16.1167,80.9333,17067.0,IN,IND
Бальма,Франция,43.6103,янв.86,16520.0,FR,FRA
Консел ду Мату-Дентро,Бразилия,-19.0369,-43.425,17503.0,BR,BRA
Мэриленд-Сити,Соединенные Штаты,39.1016,-76.8051,17513.0,US,USA
Ниагара-на-озере,Канада,43.2553,-79.0717,17511.0,CA,CAN
Табернес-де-Вальдинья,Испания,39.0722,-0.2658,17162.0,ES,ESP
Сумань,Бельгия,50.6167,май.75,16888.0,BE,BEL
Шоревуд,Соединенные Штаты,41.5175,-88.2149,17509.0,US,USA
Краснокумское,Россия,44.1778,43.5,17451.0,RU,RUS
Пляж Веро,Соединенные Штаты,27.6463,-80.393,17503.0,US,USA
Зиракуаретиро,Мексика,19.4189,-101.9088,17394.0,MX,MEX
Клемсон,Соединенные Штаты,34.6837,-82.8124,17501.0,US,USA
Луз,Бразилия,-19.8008,-45.6858,17486.0,BR,BRA
Зульцбах,Германия,49.3,7.0667,16468.0,DE,DEU
Форсса,Финляндия,60.8167,23.6167,17422.0,FI,FIN
Коттапета,Индия,15.7913,80.377,16931.0,IN,IND
Карачев,Россия,53.1167,34.9833,17466.0,RU,RUS
Санта-Магдалена,Филиппины,дек.65,124.1,17096.0,PH,PHL
ПомГЎз,Венгрия,47.6472,19.0269,17139.0,HU,HUN
Кармо,Бразилия,-21.9339,-42.6089,17434.0,BR,BRA
Бахутл,Индия,24.56,87.89,15963.0,IN,IND
Испанское озеро,Соединенные Штаты,38.7884,-90.2078,17485.0,US,USA
Кадогава,Япония,32.4697,131.6489,17341.0,JP,JPN
Святой Эльпидио - кобыла,Италия,43.2295,13.6861,17144.0,IT,ITA
Суворов,Россия,54.1167,36.5,17450.0,RU,RUS
Конкореццо,Италия,45.5897,сен.59,15644.0,IT,ITA
Павулло нель Фриньяно,Италия,44.3327,окт.31,17361.0,IT,ITA
Echt,Нидерланды,51.1058,май.06,17251.0,NL,NLD
Со Раймундо дас Мангабейрас,Бразилия,-7.0219,-45.4808,17474.0,BR,BRA
Озеро Мэри,Соединенные Штаты,28.7592,-81.3359,17479.0,US,USA
Пенугонда,Индия,16.6569,81.7461,16038.0,IN,IND
Монзин,Испания,41.91,0.19,17362.0,ES,ESP
Вечельде,Германия,52.2608,окт.19,17247.0,DE,DEU
Гуаранда,Колумбия,авг.72,-74.5367,17422.0,CO,COL
Волгореченск,Россия,57.4333,41.1667,16539.0,RU,RUS
Лейкпорт,Соединенные Штаты,39.0392,-122.9218,17466.0,US,USA
Один акр,Бразилия,-9.5878,-67.5328,17459.0,BR,BRA
Зигмаринген,Германия,48.0867,сен.64,17278.0,DE,DEU
Малхада,Бразилия,-14.3358,-43.7739,17455.0,BR,BRA
Сен-Лин-Лаурентидес,Канада,45.85,-73.7667,17463.0,CA,CAN
Мори,Япония,34.8356,137.9272,17333.0,JP,JPN
Калафат,Румыния,43.9858,22.9575,17336.0,RO,ROU
Ник-Фэрвью,Соединенные Штаты,61.4964,-149.6535,17457.0,US,USA
Алькантара,Филиппины,дек.84,122.0543,17171.0,PH,PHL
Мартинсбург,Соединенные Штаты,39.4582,-77.9776,17454.0,US,USA
Эль Розаль,Колумбия,апр.19,-74.2628,17254.0,CO,COL
Монтемор-о-Ново,Португалия,38.65,-8.2167,17437.0,PT,PRT
Тинтон Фоллс,Соединенные Штаты,40.2709,-74.0948,17451.0,US,USA
Галаз,Марокко,34.5442,-4.8036,17333.0,MA,MAR
Махланди,Индия,24.0738,88.1214,16354.0,IN,IND
Фрайенбах,Швейцария,47.2047,авг.78,16269.0,CH,CHE
Сагудай,Филиппины,16.5167,121.6,17137.0,PH,PHL
Калайан,Филиппины,19.2667,121.4833,17410.0,PH,PHL
Кончас,Бразилия,-23.0134,-48.0078,17406.0,BR,BRA
Пуэрто-АйсГ©n,Чили,-45.4068,-72.6977,17441.0,CL,CHL
Кафр ЗайтДЃ,Сирия,35.3736,36.6017,17052.0,SY,SYR
Стоубцы,Беларусь,53.4833,26.7333,17420.0,BY,BLR
Сессия,Бразилия,-20.5828,-46.9219,17412.0,BR,BRA
Нидда,Германия,50.4128,9.0092,17285.0,DE,DEU
Дойлстаун,Соединенные Штаты,40.2962,-75.1393,17431.0,US,USA
Дженисон,Соединенные Штаты,42.9063,-85.8269,17431.0,US,USA
Веничинко де Майо,Аргентина,-37.771,-67.7173,17430.0,AR,ARG
Кадонеге,Италия,45.45,ноя.33,16176.0,IT,ITA
ТапирамутГЎ,Бразилия,-11.8469,-40.7908,17398.0,BR,BRA
Дицзясуосян,Китай,35.6883,105.2586,17320.0,CN,CHN
Берга,Испания,42.1,янв.56,16682.0,ES,ESP
Гешер,Германия,51.9569,7.0056,17205.0,DE,DEU
Райчихинск,Россия,49.8,129.4,17372.0,RU,RUS
Гидро - Нандия,Бразилия,-16.9619,-49.2289,17398.0,BR,BRA
Суэска,Колумбия,5.1017,-73.7981,17318.0,CO,COL
Эльдорадо,Аргентина,-26.4,-54.6333,17365.0,AR,ARG
Редленд,Соединенные Штаты,39.1335,-77.1465,17414.0,US,USA
Бад-Мюнстерейфель,Германия,50.5531,июн.61,17299.0,DE,DEU
Манн?,Япония,34.1922,133.8414,17324.0,JP,JPN
Геннеп,Нидерланды,51.6942,май.33,17071.0,NL,NLD
Сын эн Брейгеля,Нидерланды,51.5158,май.22,16904.0,NL,NLD
Пиропемы,Бразилия,-3.7269,-44.2228,17381.0,BR,BRA
Спрингфилд,Соединенные Штаты,40.6994,-74.3253,17406.0,US,USA
Нижняя Салда,Россия,58.0833,60.7167,17373.0,RU,RUS
Берлингтон,Соединенные Штаты,39.0223,-84.7217,17401.0,US,USA
Ибирама,Бразилия,-27.0569,-49.5178,17330.0,BR,BRA
Годфри,Соединенные Штаты,38.9577,-90.2156,17400.0,US,USA
Ла Альгаба,Испания,37.45,-6.0,16484.0,ES,ESP
Фэрвью,Соединенные Штаты,40.1735,-76.8655,17399.0,US,USA
Пендлтон,Соединенные Штаты,45.6756,-118.8209,17398.0,US,USA
Бомонт,Канада,53.3572,-113.4147,17396.0,CA,CAN
pГ©Рувельц,Бельгия,50.5167,мар.33,17113.0,BE,BEL
Зандворт,Нидерланды,52.3667,апр.33,17011.0,NL,NLD
Раттафум,Таиланд,7.1412,100.2905,17257.0,TH,THA
Алькантара,Филиппины,сен.15,123.4047,16910.0,PH,PHL
Бетулия,Колумбия,6.1122,-75.9839,17317.0,CO,COL
Дачжанцзы,Китай,40.6239,118.1081,16896.0,CN,CHN
Тейлор,Соединенные Штаты,30.5743,-97.4234,17383.0,US,USA
Эвтин,Германия,54.1378,окт.81,16971.0,DE,DEU
Санту-Антонио-ду-Ампаро,Бразилия,-20.9458,-44.9189,17345.0,BR,BRA
Ореховая роща,Соединенные Штаты,29.6235,-95.7331,17380.0,US,USA
Хайльбад Хайлигенштадт,Германия,51.3775,10.1344,17105.0,DE,DEU
millaв™ab,Марокко,31.4737,-4.7424,17360.0,MA,MAR
Рива-дель-Гарда,Италия,45.8833,окт.85,17370.0,IT,ITA
Устка,Польша,54.5805,16.8619,15812.0,PL,POL
Нидерланды,Соединенные Штаты,29.9707,-94.0015,17371.0,US,USA
Колониальные высоты,Соединенные Штаты,37.265,-77.3969,17370.0,US,USA
Хорн-Бад-Майнберг,Германия,51.8833,авг.67,17178.0,DE,DEU
Стокерау,Австрия,48.3858,16.2108,16916.0,AT,AUT
cosautlГЎn,Мексика,19.3333,-96.9833,16353.0,MX,MEX
Аякучо,Аргентина,-37.1525,-58.4882,17364.0,AR,ARG
Узор,Узбекистан,38.6208,66.2481,17253.0,UZ,UZB
Волен,Швейцария,47.3506,авг.78,16078.0,CH,CHE
Ампер,Бразилия,-25.915,-53.4728,17308.0,BR,BRA
Судипен,Филиппины,16.сен,120.4667,17187.0,PH,PHL
Портсмут,Соединенные Штаты,41.5922,-71.2745,17363.0,US,USA
Стаффорд,Соединенные Штаты,29.6271,-95.5653,17362.0,US,USA
Стокач,Германия,47.8514,9.0114,17114.0,DE,DEU
Краснослободск,Россия,48.7,44.5667,17327.0,RU,RUS
Виллимантик,Соединенные Штаты,41.7153,-72.2173,17358.0,US,USA
Гурьевск,Россия,54.7667,20.июн,17295.0,RU,RUS
Сан - Домингос - ду - Прата,Бразилия,-19.865,-42.9678,17327.0,BR,BRA
Савиано,Италия,40.9167,14.5167,16182.0,IT,ITA
Суто Соарес,Бразилия,-12.0889,-41.6378,17332.0,BR,BRA
Гуссаго,Италия,45.6,окт.15,16681.0,IT,ITA
Шумиха,Россия,55.2333,63.2833,17336.0,RU,RUS
Мунис Фрейре,Бразилия,-20.4639,-41.4128,17319.0,BR,BRA
Ягуаруна,Бразилия,-28.615,-49.0258,17290.0,BR,BRA
Camocim de SГЈo fГ©lix,Бразилия,-8.3589,-35.7619,17104.0,BR,BRA
Гавань Крик,Соединенные Штаты,42.1498,-79.9501,17340.0,US,USA
Серебряный источник,Соединенные Штаты,40.2503,-77.0566,17338.0,US,USA
Финнентроп,Германия,51.1731,июл.25,17173.0,DE,DEU
Шробенхаузен,Германия,48.5669,ноя.83,17106.0,DE,DEU
Океан Акрс,Соединенные Штаты,39.743,-74.2804,17333.0,US,USA
Зарумилла,Перу,-3.5014,-80.2722,16971.0,PE,PER
БанабуиГє,Бразилия,-5.31,-38.9208,17315.0,BR,BRA
Манильва,Испания,36.3833,-5.25,16849.0,ES,ESP
Сан-Кашиано-ин-Валь-ди-Пеза,Италия,43.6569,11.1858,17171.0,IT,ITA
Турхал,Турция,40.3871,36.0863,17278.0,TR,TUR
Бургдорф,Швейцария,47.0567,июл.64,16280.0,CH,CHE
Бареджо,Италия,45.4667,авг.33,17304.0,IT,ITA
ЕЃД™czyca,Польша,52.0583,19.фев,15593.0,PL,POL
Писафлоры,Мексика,21.1933,-99.005,17214.0,MX,MEX
Гонегандла,Индия,15.717,77.6,16691.0,IN,IND
Уранди,Бразилия,-14.7708,-42.655,17301.0,BR,BRA
ХандловГЎ,Словакия,48.7272,18.7619,17119.0,SK,SVK
La Marque,Соединенные Штаты,29.369,-94.9957,17319.0,US,USA
Хейшем,Великобритания,54.046,-2.894,17016.0,GB,GBR
Нордвейкерхаут,Нидерланды,52.2594,апр.19,16605.0,NL,NLD
Радзенкивский Новый,Польша,50.4016,18.901,15862.0,PL,POL
Каменц,Германия,51.2667,14.янв,16995.0,DE,DEU
Саванкхалок,Таиланд,17.3099,99.8263,17148.0,TH,THA
Песо да рГ©гуа,Португалия,41.1632,-7.789,17131.0,PT,PRT
КГ¶нигштейн - им - Таунус,Германия,50.1831,авг.35,16648.0,DE,DEU
Латте,Франция,43.5678,мар.21,16710.0,FR,FRA
Барбастро,Испания,42.0361,0.1264,17146.0,ES,ESP
Алтена,Германия,51.3,июл.67,16922.0,DE,DEU
Колчестер,Соединенные Штаты,44.5545,-73.2167,17303.0,US,USA
Браунау-ам-Инн,Австрия,48.2583,13.0333,17095.0,AT,AUT
Крус-ду-Эспириту-Санту,Бразилия,-7.14,-35.0858,17212.0,BR,BRA
Обанж,Бельгия,49.5667,5.805,16927.0,BE,BEL
Версаль,Соединенные Штаты,38.0487,-84.7259,17298.0,US,USA
Моррис,Соединенные Штаты,41.3749,-88.4305,17296.0,US,USA
Томас Оппус,Филиппины,окт.25,124.9833,16990.0,PH,PHL
Гокарна,Индия,24.0306,88.1181,16198.0,IN,IND
Дамме,Германия,52.5222,авг.56,17127.0,DE,DEU
Лемонт,Соединенные Штаты,41.6695,-87.9836,17291.0,US,USA
Кангаба,Мали,ноя.33,-8.4167,17232.0,ML,MLI
Гейнсвилл,Соединенные Штаты,38.7931,-77.6347,17287.0,US,USA
ТайГи,Бразилия,-27.1158,-49.9978,17260.0,BR,BRA
Рентачинтала,Индия,16.5524,79.5529,16523.0,IN,IND
Сэйр,Соединенные Штаты,41.9855,-76.5207,17281.0,US,USA
Каровиньо,Италия,40.7072,17.6594,17120.0,IT,ITA
Плохой Вильдунген,Германия,51.1167,9.1167,17137.0,DE,DEU
Теколотлин,Мексика,20.2024,-104.0504,17257.0,MX,MEX
Подпорожье,Россия,60.9167,34.1667,17270.0,RU,RUS
пеГ§анха,Бразилия,-18.5489,-42.5569,17260.0,BR,BRA
Бермео,Испания,43.42,-2.7264,16784.0,ES,ESP
Кинельв™-Черкассы,Россия,53.45,51.4333,17252.0,RU,RUS
Домонт,Франция,49.0275,фев.67,15418.0,FR,FRA
Портленд,Соединенные Штаты,27.8911,-97.3284,17268.0,US,USA
Bom Successo,Бразилия,-21.0328,-44.7578,17243.0,BR,BRA
Баймак,Россия,52.5833,58.3167,17254.0,RU,RUS
Эрба,Италия,45.8167,сен.67,16346.0,IT,ITA
Линденволд,Соединенные Штаты,39.8172,-74.9898,17263.0,US,USA
Эггенштайн-Леопольдсхафен,Германия,49.0778,авг.25,16625.0,DE,DEU
Мидлсекса Центр,Канада,43.05,-81.45,17262.0,CA,CAN
Пиранга,Бразилия,-20.685,-43.3,17232.0,BR,BRA
Синьтанцунь,Китай,23.9423,116.7865,17100.0,CN,CHN
Талсинт,Марокко,32.5353,-3.4481,16166.0,MA,MAR
Санкт-Г‰Греве,Франция,45.2317,май.31,15801.0,FR,FRA
Кальнали,Мексика,20.сен,-98.5833,17163.0,MX,MEX
Сесарио Ланге,Бразилия,-23.2267,-47.9531,17163.0,BR,BRA
Тамаллалт,Марокко,31.8288,-7.5262,16539.0,MA,MAR
Качимба де Дентро,Бразилия,-6.6419,-35.79,17149.0,BR,BRA
Кумаварапукота,Индия,17.0033,81.1953,16790.0,IN,IND
PiГ§Аррас,Бразилия,-26.75,-48.6667,17078.0,BR,BRA
Вилла Изабелла,Доминиканская Республика,19.82,-71.05,17169.0,DO,DOM
Минаками,Япония,36.6786,138.9991,17223.0,JP,JPN
Минамичита,Япония,34.7153,136.9297,16805.0,JP,JPN
Клайв,Соединенные Штаты,41.6147,-93.798,17242.0,US,USA
Могучус,Венгрия,45.9958,18.6797,17089.0,HU,HUN
Джо дос Полейрос,Бразилия,-5.1139,-43.81,17238.0,BR,BRA
Кубеллы,Испания,41.21,янв.36,16051.0,ES,ESP
Рибейрполис,Бразилия,-10.5389,-37.4361,17173.0,BR,BRA
Онеонта,Соединенные Штаты,42.4551,-75.0666,17236.0,US,USA
Инвернесс,Канада,46.2,-61.1,17235.0,CA,CAN
Шиппенсбург,Соединенные Штаты,40.0484,-77.5227,17234.0,US,USA
Амбар-э-Лаграв,Франция,44.9247,-0.4867,16563.0,FR,FRA
Киллинглу,Соединенные Штаты,41.8311,-71.8499,17231.0,US,USA
Пензберг,Германия,47.75,ноя.67,16586.0,DE,DEU
Пампа,Соединенные Штаты,35.5479,-100.9651,17230.0,US,USA
Кемпеле,Финляндия,64.9125,25.5083,17066.0,FI,FIN
БДЃРния,Индия,23.7311,88.4329,16350.0,IN,IND
Стокельсдорф,Германия,53.8833,окт.65,16926.0,DE,DEU
Нембрехт,Германия,50.9053,июл.22,16985.0,DE,DEU
Суровый,Бельгия,50.3979,мар.07,16716.0,BE,BEL
УговариватьГЎ,Гватемала,14.9252,-91.616,16751.0,GT,GTM
Цзинь,Чехия,50.4373,15.3517,16551.0,CZ,CZE
Цуйки,Япония,33.6561,131.0561,17067.0,JP,JPN
Позобланко,Испания,38.3833,-4.85,17156.0,ES,ESP
Маккинливилл,Соединенные Штаты,40.9488,-124.0857,17208.0,US,USA
Ферндейл,Соединенные Штаты,39.1869,-76.633,17208.0,US,USA
Санта-Мария-дас-Баррейрас,Бразилия,-8.855,-49.7219,17206.0,BR,BRA
Козенице,Польша,51.5833,21.5667,17075.0,PL,POL
Мариенберг,Германия,50.6508,13.1647,17097.0,DE,DEU
Кондейша-а-Нова,Португалия,40.1167,-8.5,17078.0,PT,PRT
Фьорано Моденезе,Италия,44.5392,окт.17,17099.0,IT,ITA
Южный Огден,Соединенные Штаты,41.1722,-111.9577,17199.0,US,USA
Эльбеф,Франция,49.2858,1.0083,16205.0,FR,FRA
Арахис аги,Бразилия,-6.8528,-35.3808,17122.0,BR,BRA
nallД±han,Турция,40.1883,31.3509,17181.0,TR,TUR
Сантана-ду-Карири,Бразилия,-7.1878,-39.7369,17170.0,BR,BRA
Бальмазжвирос,Венгрия,47.6167,21.35,17109.0,HU,HUN
Итирапина,Бразилия,-22.2528,-47.8228,17160.0,BR,BRA
Хаянге,Франция,49.3297,6.0619,15888.0,FR,FRA
Каменистая равнина,Канада,53.5264,-114.0069,17189.0,CA,CAN
Поинг,Германия,48.1667,ноя.67,15953.0,DE,DEU
Седан,Франция,49.7019,апр.03,16193.0,FR,FRA
Петавава,Канада,45.9,-77.2833,17187.0,CA,CAN
Рамиямпет,Индия,18.1166,78.4298,16899.0,IN,IND
Кампанья,Италия,40.6666,15.1064,17169.0,IT,ITA
Бжеско,Польша,49.9667,20.6167,16819.0,PL,POL
Альбемарл,Соединенные Штаты,35.3594,-80.1915,17185.0,US,USA
Канудос,Бразилия,-9.9639,-39.1639,17177.0,BR,BRA
Лагоа Формоза,Бразилия,-18.7789,-46.4078,17161.0,BR,BRA
Адустина,Бразилия,-10.5328,-38.1,17153.0,BR,BRA
Салуццо,Италия,44.6453,июл.06,16958.0,IT,ITA
Коаленинга,Соединенные Штаты,36.143,-120.3262,17179.0,US,USA
Рио Помба,Бразилия,-21.275,-43.1789,17110.0,BR,BRA
Северный кантон,Соединенные Штаты,40.8742,-81.3971,17176.0,US,USA
Саран,Франция,47.9514,янв.03,16344.0,FR,FRA
Сен-Сир-сюр-Луар,Франция,47.4028,0.6781,15991.0,FR,FRA
Борда-да-Мата,Бразилия,-22.2739,-46.165,17118.0,BR,BRA
Константиновск,Россия,47.5833,41.1,17160.0,RU,RUS
Сиди Дауд,Алжир,36.85,мар.85,16900.0,DZ,DZA
Ла Виста,Соединенные Штаты,41.1816,-96.0666,17170.0,US,USA
Элиас Фаусто,Бразилия,-23.0428,-47.3739,17085.0,BR,BRA
Недервет,Нидерланды,51.2828,май.72,17001.0,NL,NLD
Сен-Пьер-де-Корпус,Франция,47.3908,0.7281,15766.0,FR,FRA
УрукарГЎ,Бразилия,-2.5358,-57.76,17163.0,BR,BRA
Выгодов,Чехия,49.7817,14.687,16804.0,CZ,CZE
Ашвобенон,Соединенные Штаты,44.4796,-88.0889,17161.0,US,USA
Фрайберг-на-Неккаре,Германия,48.9347,сен.17,15968.0,DE,DEU
Губин,Польша,51.95,14.7333,17150.0,PL,POL
Диласаг,Филиппины,16.апр,122.2167,17102.0,PH,PHL
Диксон,Соединенные Штаты,36.064,-87.3668,17157.0,US,USA
Круибеке,Бельгия,51.1686,апр.92,16657.0,BE,BEL
Куса,Россия,55.3333,59.4333,17136.0,RU,RUS
СОО Висенте Феррер,Бразилия,-7.5908,-35.4908,17000.0,BR,BRA
Норт Адамс,Соединенные Штаты,42.6844,-73.1166,17153.0,US,USA
Мэнлин,Китай,23.663,101.8853,16921.0,CN,CHN
Капистрано,Бразилия,-4.47,-38.9008,17062.0,BR,BRA
Джаботикатубы,Бразилия,-19.5139,-43.745,17134.0,BR,BRA
Бельтерра,Бразилия,-2.6358,-54.9369,17145.0,BR,BRA
Кодру,Молдова,46.9753,28.8194,15934.0,MD,MDA
Броксберн,Великобритания,55.934,-3.471,15440.0,GB,GBR
Игнасио де ла Льяве,Мексика,18.6618,-95.9721,17105.0,MX,MEX
Амаранта,Бразилия,-6.2408,-42.855,17135.0,BR,BRA
Гинатилан,Филиппины,09.июн,123.35,16906.0,PH,PHL
Вакшоу,Соединенные Штаты,34.9364,-80.7438,17147.0,US,USA
Сиди Якуб,Марокко,31.6667,-7.0667,17054.0,MA,MAR
Сан-Хуан-дель-Сур,Никарагуа,ноя.25,-85.8667,17104.0,NI,NIC
piГ±как,Эквадор,-3.6806,-79.6806,16981.0,EC,ECU
Кисмарок,Словакия,49.1383,20.4292,16481.0,SK,SVK
Сиксиньчжуанчжэнь,Китай,37.0165,111.4908,16839.0,CN,CHN
Кастелланета,Италия,40.6333,16.9333,17069.0,IT,ITA
Синьлун,Китай,18.9534,108.68,17047.0,CN,CHN
Северный Вавилон,Соединенные Штаты,40.7311,-73.3251,17134.0,US,USA
Понталина,Бразилия,-17.5258,-49.4489,17121.0,BR,BRA
Свитавы,Чехия,49.756,16.4683,16601.0,CZ,CZE
Кензелл,Германия,50.55,сен.67,16583.0,DE,DEU
Палестина-де-лос-Альтос,Гватемала,14.9333,-91.7,16384.0,GT,GTM
Стафорст,Нидерланды,52.6333,06.фев,17003.0,NL,NLD
Бартехайде,Германия,53.7167,окт.67,16109.0,DE,DEU
Кронах,Германия,50.2411,ноя.81,16874.0,DE,DEU
длинныйв™e,Китай,25.8061,109.2134,16928.0,CN,CHN
Вифлеем,Южная Африка,-28.2333,28.мар,16236.0,ZA,ZAF
Эппельборн,Германия,49.4022,июн.06,16767.0,DE,DEU
Ротселаар,Бельгия,50.9511,апр.08,16678.0,BE,BEL
"WДЃdД"" бёЁalfДЃв™",Судан,21.авг,31.35,17121.0,SD,SDN
Ландерно,Франция,48.4508,-4.2494,15914.0,FR,FRA
Бастроп,Соединенные Штаты,30.1118,-97.3257,17120.0,US,USA
Сан-Джованни-ин-Фьоре,Италия,39.2642,16.7003,17059.0,IT,ITA
Военно-морской флот де ла Мата,Испания,39.8983,-5.5403,17010.0,ES,ESP
Чам,Германия,49.2183,дек.58,16907.0,DE,DEU
ПодалакЕ«r,Индия,14.3667,79.7333,16662.0,IN,IND
Аммон,Соединенные Штаты,43.4746,-111.9569,17115.0,US,USA
Тагунит,Марокко,29.9833,-5.5667,17103.0,MA,MAR
Пелхэм,Канада,43.0333,-79.3333,17110.0,CA,CAN
Беллингем,Соединенные Штаты,42.0777,-71.4741,17108.0,US,USA
Семья,Филиппины,14.4333,121.45,16791.0,PH,PHL
Цестас,Франция,44.7444,-0.6822,16936.0,FR,FRA
Абелардо Луз,Бразилия,-26.565,-52.3278,17100.0,BR,BRA
Блистательный,Бразилия,-19.3258,-41.255,17089.0,BR,BRA
Новая КанаГЈ,Бразилия,-14.7939,-40.1419,17082.0,BR,BRA
Кнемис Дадес,Марокко,31.309,-6.028,17045.0,MA,MAR
Йельм,Соединенные Штаты,46.9398,-122.6261,17103.0,US,USA
Синьин,Китай,35.706,104.1824,17018.0,CN,CHN
Ябуки,Япония,37.2011,140.3386,16823.0,JP,JPN
Мула,Испания,38.0419,-1.4906,17074.0,ES,ESP
ХорватГЎ,Бразилия,-4.4,-40.9108,17069.0,BR,BRA
Чопаданди,Индия,18.5833,79.1667,16459.0,IN,IND
Кармиполис - де - Минас,Бразилия,-20.5408,-44.635,17048.0,BR,BRA
